key,date,H/A,team,opp_team,pinnacle_line,pinnacle_odds,5dimes_line,5dimes_odds,heritage_line,heritage_odds,bovada_line,bovada_odds,betonline_line,betonline_odds,bet365_line,bet365_odds,bodog_line,bodog_odds
20151018_Chicago_Detroit,20151018,home,Detroit,Chicago,-3.5,-113,-4,-110,-4,-105,-3.5,-115,-3.5,-107,,,-3.5,-115
20151018_Carolina_Seattle,20151018,away,Carolina,Seattle,+7,-105,+7.5,-130,+7,-105,+7,-115,+7,-115,,,+7,-120
20151018_Carolina_Seattle,20151018,home,Seattle,Carolina,-7,-105,-7.5,+110,-7,-105,-7,-105,-7,-105,,,-7,+100
20151018_Baltimore_San Francisco,20151018,away,Baltimore,San Francisco,-2.5,-116,-2.5,-115,-3,+105,-3,+105,-2.5,-117,,,-2.5,-114
20151018_Baltimore_San Francisco,20151018,home,San Francisco,Baltimore,+2.5,+105,+2.5,+105,+3,-115,+3,-125,+2.5,-103,,,+2.5,-106
20151018_San Diego_Green Bay,20151018,away,San Diego,Green Bay,+10.5,-109,+11.5,-125,+11,-105,+10.5,-105,+10.5,-110,,,+11,-111
20151018_San Diego_Green Bay,20151018,home,Green Bay,San Diego,-10.5,-101,-11.5,+105,-11,-105,-10.5,-115,-10.5,-110,,,-11,-109
20151019_N.Y. Giants_Philadelphia,20151019,away,N.Y. Giants,Philadelphia,+3.5,+100,+3.5,-110,+3.5,+105,+4,-120,+3.5,-110,,,+3.5,-104
20151019_N.Y. Giants_Philadelphia,20151019,home,Philadelphia,N.Y. Giants,-3.5,-110,-3.5,-110,-3.5,-115,-4,+100,-3.5,-110,,,-3.5,-116
20151022_Seattle_San Francisco,20151022,away,Seattle,San Francisco,-6.5,-107,-7,+110,-6.5,-105,-7,-110,-6.5,-110,,,-6.5,-110
20151022_Seattle_San Francisco,20151022,home,San Francisco,Seattle,+6.5,-103,+7,-130,+6.5,-105,+7,-110,+6.5,-110,,,+6.5,-110
20151025_Buffalo_Jacksonville,20151025,away,Buffalo,Jacksonville,-3.5,+104,-3.5,+100,-3,-115,-4,-110,-3,-120,,,-3,-120
20151025_Buffalo_Jacksonville,20151025,home,Jacksonville,Buffalo,+3.5,-115,+3.5,-120,+3,+105,+4,-110,+3,+100,,,+3,+100
20151025_N.Y. Jets_New England,20151025,away,N.Y. Jets,New England,+7,-120,+7.5,-140,+6.5,+100,+8,-120,+7,-120,,,+7,-120
20151025_N.Y. Jets_New England,20151025,home,New England,N.Y. Jets,-7,+109,-7.5,+120,-6.5,-110,-8,+100,-7,+100,,,-7,+100
20151025_New Orleans_Indianapolis,20151025,away,New Orleans,Indianapolis,+5.5,-102,+5.5,-110,+5.5,-105,+6,-110,+5.5,-110,,,+5.5,-115
20151025_New Orleans_Indianapolis,20151025,home,Indianapolis,New Orleans,-5.5,-108,-5.5,-110,-5.5,-105,-6,-110,-5.5,-110,,,-5.5,-105
20151025_Houston_Miami,20151025,away,Houston,Miami,+4.5,+102,+4.5,-110,+4.5,-105,+4.5,-105,+4.5,-110,,,+4.5,-110
20151025_Houston_Miami,20151025,home,Miami,Houston,-4.5,-113,-4.5,-110,-4.5,-105,-4.5,-115,-4.5,-110,,,-4.5,-110
20151025_Atlanta_Tennessee,20151025,away,Atlanta,Tennessee,-5.5,-108,-5.5,-110,-6,-105,-7,-110,-6,-110,,,-6,-110
20151025_Atlanta_Tennessee,20151025,home,Tennessee,Atlanta,+5.5,-102,+5.5,-110,+6,-105,+7,-110,+6,-110,,,+6,-110
20151025_Tampa Bay_Washington,20151025,away,Tampa Bay,Washington,+3,-110,+2.5,+105,+3,-110,+3,-115,+3,-115,,,+3,-120
20151025_Tampa Bay_Washington,20151025,home,Washington,Tampa Bay,-3,+100,-2.5,-125,-3,+100,-3,-105,-3,-105,,,-3,+100
20151025_Minnesota_Detroit,20151025,away,Minnesota,Detroit,+1,-102,PK+10,PK+100,+1,-105,PK-11,PK-110,+1,-110,,,PK-10,PK-109
20151025_Minnesota_Detroit,20151025,home,Detroit,Minnesota,-1,-108,PK-12,PK-120,-1,-105,PK-11,PK-110,-1,-110,,,PK-11,PK-111
20151025_Cleveland_Los Angeles,20151025,away,Cleveland,Los Angeles,+6.5,+102,+7,-130,+6.5,+100,+6.5,-115,+6.5,-105,,,+5.5,-105
20151025_Cleveland_Los Angeles,20151025,home,Los Angeles,Cleveland,-6.5,-113,-7,+110,-6.5,-110,-6.5,-105,-6.5,-115,,,-5.5,-115
20151025_Pittsburgh_Kansas City,20151025,away,Pittsburgh,Kansas City,+4,-103,+3.5,-110,+4,-105,+3,+105,+4,-110,,,+3,+110
20151025_Pittsburgh_Kansas City,20151025,home,Kansas City,Pittsburgh,-4,-107,-3.5,-110,-4,-105,-3,-125,-4,-110,,,-3,-130
20151025_Oakland_San Diego,20151025,away,Oakland,San Diego,+3.5,-108,+3.5,-115,+3.5,-105,+4,-110,+3.5,-110,,,+3.5,-115
20151025_Oakland_San Diego,20151025,home,San Diego,Oakland,-3.5,-102,-3.5,-105,-3.5,-105,-4,-110,-3.5,-110,,,-3.5,-105
20151025_Dallas_N.Y. Giants,20151025,away,Dallas,N.Y. Giants,+3,-110,+3,-110,+3,+100,+3.5,-115,+3,-110,,,+3,-110
20151025_Dallas_N.Y. Giants,20151025,home,N.Y. Giants,Dallas,-3,+100,-3,-110,-3,-110,-3.5,-105,-3,-110,,,-3,-110
20151025_Philadelphia_Carolina,20151025,away,Philadelphia,Carolina,+3,-123,+3,-125,+3,-115,+3,-105,+3,-125,,,+3,-130
20151025_Philadelphia_Carolina,20151025,home,Carolina,Philadelphia,-3,+111,-3,+105,-3,+105,-3,-115,-3,+105,,,-3,+110
20151026_Baltimore_Arizona,20151026,away,Baltimore,Arizona,+10,-108,+10.5,-130,+10,-110,+9,+100,+10,-112,,,+10,-116
20151026_Baltimore_Arizona,20151026,home,Arizona,Baltimore,-10,-102,-10.5,+110,-10,+100,-9,-120,-10,-108,,,-10,-104
20151029_Miami_New England,20151029,away,Miami,New England,+8,+102,+9.5,-120,+9.5,-105,+9,-110,+9,-110,,,+8,-105
20151029_Miami_New England,20151029,home,New England,Miami,-8,-113,-9.5,+100,-9.5,-105,-9,-110,-9,-110,,,-8,-115
20151101_Detroit_Kansas City,20151101,away,Detroit,Kansas City,+3,+111,+3,+105,+3,+105,+4,-130,+3,+100,,,+3,+105
20151101_Detroit_Kansas City,20151101,home,Kansas City,Detroit,-3,-123,-3,-125,-3,-115,-4,+110,-3,-120,,,-3,-125
20151101_N.Y. Giants_New Orleans,20151101,away,N.Y. Giants,New Orleans,+3,+106,+3,+100,+3,+105,+3,+105,+3,+100,,,+3,-110
20151101_N.Y. Giants_New Orleans,20151101,home,New Orleans,N.Y. Giants,-3,-117,-3,-120,-3,-115,-3,-125,-3,-120,,,-3,-110
20151101_Cincinnati_Pittsburgh,20151101,away,Cincinnati,Pittsburgh,+1,+100,PK-11,PK-110,+1,-105,-1,-110,+1,-110,,,PK-11,PK-110
20151101_Cincinnati_Pittsburgh,20151101,home,Pittsburgh,Cincinnati,-1,-110,PK-11,PK-110,-1,-105,+1,-110,-1,-110,,,PK-11,PK-110
20151101_Arizona_Cleveland,20151101,away,Arizona,Cleveland,-7,+100,-7.5,+105,-7,-105,-7,-120,-7,-110,,,-7,-115
20151101_Arizona_Cleveland,20151101,home,Cleveland,Arizona,+7,-110,+7.5,-125,+7,-105,+7,+100,+7,-110,,,+7,-105
20151101_Tennessee_Houston,20151101,away,Tennessee,Houston,+3.5,-107,+3.5,-115,+3.5,-105,+4,-115,+3.5,-115,,,+3.5,-110
20151101_Tennessee_Houston,20151101,home,Houston,Tennessee,-3.5,-103,-3.5,-105,-3.5,-105,-4,-105,-3.5,-105,,,-3.5,-110
20151101_San Francisco_Los Angeles,20151101,away,San Francisco,Los Angeles,+8,+100,+9,-120,+7.5,+100,+8,-110,+8,-108,,,+7.5,-110
20151101_San Francisco_Los Angeles,20151101,home,Los Angeles,San Francisco,-8,-110,-9,+100,-7.5,-110,-8,-110,-8,-112,,,-7.5,-110
20151101_San Diego_Baltimore,20151101,away,San Diego,Baltimore,+4.5,-105,+4.5,-110,+4.5,-105,+3,+120,+4.5,-110,,,+4.5,-110
20151101_San Diego_Baltimore,20151101,home,Baltimore,San Diego,-4.5,-105,-4.5,-110,-4.5,-105,-3,-140,-4.5,-110,,,-4.5,-110
20151101_Minnesota_Chicago,20151101,away,Minnesota,Chicago,-1,-110,PK-12,PK-125,-1.5,-105,-2,-115,-1.5,-110,,,-1.5,-110
20151101_Minnesota_Chicago,20151101,home,Chicago,Minnesota,+1,+100,PK+10,PK+105,+1.5,-105,+2,-105,+1.5,-110,,,+1.5,-110
20151101_Tampa Bay_Atlanta,20151101,away,Tampa Bay,Atlanta,+8,-114,+9.5,-125,+8.5,-105,+8,-105,+8,-115,,,+8,-110
20151101_Tampa Bay_Atlanta,20151101,home,Atlanta,Tampa Bay,-8,+103,-9.5,+105,-8.5,-105,-8,-115,-8,-105,,,-8,-110
20151101_N.Y. Jets_Oakland,20151101,away,N.Y. Jets,Oakland,-3,-120,-3,-125,-3,-120,-3.5,-110,-3,-130,,,-3,-126
20151101_N.Y. Jets_Oakland,20151101,home,Oakland,N.Y. Jets,+3,+109,+3,+105,+3,+110,+3.5,-110,+3,+110,,,+3,+106
20151101_Seattle_Dallas,20151101,away,Seattle,Dallas,-4.5,-104,-5,-110,-5,-105,-6,-110,-4.5,-110,,,-4,-115
20151101_Seattle_Dallas,20151101,home,Dallas,Seattle,+4.5,-106,+5,-110,+5,-105,+6,-110,+4.5,-110,,,+4,-105
20151101_Green Bay_Denver,20151101,away,Green Bay,Denver,-2.5,-110,-2.5,-120,-3,+105,-3.5,-105,-2.5,-120,,,-2.5,-110
20151101_Green Bay_Denver,20151101,home,Denver,Green Bay,+2.5,+100,+2.5,+100,+3,-115,+3.5,-115,+2.5,+100,,,+2.5,-110
20151102_Indianapolis_Carolina,20151102,away,Indianapolis,Carolina,+5,-110,+5.5,-110,+5,-105,+6,-110,+5,-110,,,+5,-110
20151102_Indianapolis_Carolina,20151102,home,Carolina,Indianapolis,-5,+100,-5.5,-110,-5,-105,-6,-110,-5,-110,,,-5,-110
20151105_Cleveland_Cincinnati,20151105,away,Cleveland,Cincinnati,+13,+109,+14,-130,+13,-105,+13,-105,+13,-103,,,+13,-105
20151105_Cleveland_Cincinnati,20151105,home,Cincinnati,Cleveland,-13,-120,-14,+110,-13,-105,-13,-115,-13,-117,,,-13,-115
20151108_Jacksonville_N.Y. Jets,20151108,away,Jacksonville,N.Y. Jets,+7.5,-106,+9,-125,+7.5,-105,+8,-110,+7.5,-110,,,+7.5,-105
20151108_Jacksonville_N.Y. Jets,20151108,home,N.Y. Jets,Jacksonville,-7.5,-104,-9,+105,-7.5,-105,-8,-110,-7.5,-110,,,-7.5,-115
20151108_Green Bay_Carolina,20151108,away,Green Bay,Carolina,-2,-103,-2,-110,-2.5,-105,-3,-105,-2.5,-108,,,-2,-110
20151108_Green Bay_Carolina,20151108,home,Carolina,Green Bay,+2,-107,+2,-110,+2.5,-105,+3,-115,+2.5,-112,,,+2,-110
20151108_Miami_Buffalo,20151108,away,Miami,Buffalo,+4,-107,+4,-110,+3.5,-105,+4,-110,+3.5,-107,,,+3.5,-105
20151108_Miami_Buffalo,20151108,home,Buffalo,Miami,-4,-103,-4,-110,-3.5,-105,-4,-110,-3.5,-113,,,-3.5,-115
20151108_Oakland_Pittsburgh,20151108,away,Oakland,Pittsburgh,+6,-104,+7,-140,+6,-105,+6,-110,+5.5,-105,,,+6,-110
20151108_Oakland_Pittsburgh,20151108,home,Pittsburgh,Oakland,-6,-106,-7,+120,-6,-105,-6,-110,-5.5,-115,,,-6,-110
20151108_Los Angeles_Minnesota,20151108,away,Los Angeles,Minnesota,+2,-107,+1,+100,+2,-105,+1.5,-105,+2,-110,,,+1.5,-113
20151108_Los Angeles_Minnesota,20151108,home,Minnesota,Los Angeles,-2,-103,-1,-120,-2,-105,-1.5,-115,-2,-110,,,-1.5,-107
20151108_Tennessee_New Orleans,20151108,away,Tennessee,New Orleans,+7,-110,+7.5,-145,+6.5,+100,+7.5,-120,+6.5,+100,,,+6.5,-110
20151108_Tennessee_New Orleans,20151108,home,New Orleans,Tennessee,-7,+100,-7.5,+125,-6.5,-110,-7.5,+100,-6.5,-120,,,-6.5,-110
20151108_Washington_New England,20151108,away,Washington,New England,+13.5,-100,+15,-135,+13.5,+100,+14.5,-115,+14,-115,,,+13.5,-105
20151108_Washington_New England,20151108,home,New England,Washington,-13.5,-110,-15,+115,-13.5,-110,-14.5,-105,-14,-105,,,-13.5,-115
20151108_N.Y. Giants_Tampa Bay,20151108,away,N.Y. Giants,Tampa Bay,-1.5,-102,PK-12,PK-125,-2,-105,-3,+100,-1.5,-110,,,-2,-105
20151108_N.Y. Giants_Tampa Bay,20151108,home,Tampa Bay,N.Y. Giants,+1.5,-108,PK+10,PK+105,+2,-105,+3,-120,+1.5,-110,,,+2,-115
20151108_Atlanta_San Francisco,20151108,away,Atlanta,San Francisco,-9.5,-105,-10,+105,-8.5,-105,-8,-115,-9.5,-110,,,-8.5,-110
20151108_Atlanta_San Francisco,20151108,home,San Francisco,Atlanta,+9.5,-105,+10,-125,+8.5,-105,+8,-105,+9.5,-110,,,+8.5,-110
20151108_Denver_Indianapolis,20151108,away,Denver,Indianapolis,-3.5,+111,-3.5,+100,-3.5,-105,-4.5,-110,-3,-118,,,-3,-120
20151108_Denver_Indianapolis,20151108,home,Indianapolis,Denver,+3.5,-123,+3.5,-120,+3.5,-105,+4.5,-110,+3,-102,,,+3,+100
20151108_Philadelphia_Dallas,20151108,away,Philadelphia,Dallas,-3,-118,-3,-120,-3,-120,-3,-130,-3,-120,,,-3,-125
20151108_Philadelphia_Dallas,20151108,home,Dallas,Philadelphia,+3,+107,+3,+100,+3,+110,+3,+110,+3,+100,,,+3,+105
20151109_Chicago_San Diego,20151109,away,Chicago,San Diego,+3.5,-108,+3.5,-110,+4,-105,+4.5,-115,+3.5,-110,,,+3.5,-110
20151109_Chicago_San Diego,20151109,home,San Diego,Chicago,-3.5,-102,-3.5,-110,-4,-105,-4.5,-105,-3.5,-110,,,-3.5,-110
20151112_Buffalo_N.Y. Jets,20151112,away,Buffalo,N.Y. Jets,+2.5,-109,+2.5,-105,+2.5,-105,+3,-120,+2.5,-110,,,+2.5,-110
20151112_Buffalo_N.Y. Jets,20151112,home,N.Y. Jets,Buffalo,-2.5,-101,-2.5,-115,-2.5,-105,-3,+100,-2.5,-110,,,-2.5,-110
20151115_Chicago_Los Angeles,20151115,away,Chicago,Los Angeles,+7.5,-102,+9,-125,+7.5,-105,+7,-105,+7.5,-115,,,+7,-105
20151115_Chicago_Los Angeles,20151115,home,Los Angeles,Chicago,-7.5,-108,-9,+105,-7.5,-105,-7,-115,-7.5,-105,,,-7,-115
20151115_New Orleans_Washington,20151115,away,New Orleans,Washington,-1,-105,PK-12,PK-125,-2,-105,-1.5,-115,-1,-115,,,-1.5,-110
20151115_New Orleans_Washington,20151115,home,Washington,New Orleans,+1,-105,PK+10,PK+105,+2,-105,+1.5,-105,+1,-105,,,+1.5,-110
20151115_Detroit_Green Bay,20151115,away,Detroit,Green Bay,+10.5,-113,+11.5,-135,+10.5,-105,+11,-110,+10.5,-115,,,+10,-105
20151115_Detroit_Green Bay,20151115,home,Green Bay,Detroit,-10.5,+102,-11.5,+115,-10.5,-105,-11,-110,-10.5,-105,,,-10,-115
20151115_Miami_Philadelphia,20151115,away,Miami,Philadelphia,+5.5,-108,+5.5,-110,+5.5,-105,+6,-110,+5.5,-110,,,+5.5,-105
20151115_Miami_Philadelphia,20151115,home,Philadelphia,Miami,-5.5,-102,-5.5,-110,-5.5,-105,-6,-110,-5.5,-110,,,-5.5,-115
20151115_Jacksonville_Baltimore,20151115,away,Jacksonville,Baltimore,+4,-105,+4.5,-110,+4,-105,+5,-110,+5,-120,,,+5,-113
20151115_Jacksonville_Baltimore,20151115,home,Baltimore,Jacksonville,-4,-105,-4.5,-110,-4,-105,-5,-110,-5,+100,,,-5,-106
20151115_Dallas_Tampa Bay,20151115,away,Dallas,Tampa Bay,-1,-102,PK-12,PK-125,-1,-105,-1.5,-115,-1,-110,,,-1,-115
20151115_Dallas_Tampa Bay,20151115,home,Tampa Bay,Dallas,+1,-108,PK+10,PK+105,+1,-105,+1.5,-105,+1,-110,,,+1,-105
20151115_Cleveland_Pittsburgh,20151115,away,Cleveland,Pittsburgh,+7,-105,+7.5,-135,+7,-110,+6.5,-105,+7,-115,,,+7,-120
20151115_Cleveland_Pittsburgh,20151115,home,Pittsburgh,Cleveland,-7,-105,-7.5,+115,-7,+100,-6.5,-115,-7,-105,,,-7,+100
20151115_Carolina_Tennessee,20151115,away,Carolina,Tennessee,-3.5,-105,-3.5,-110,-3.5,-105,-4.5,-115,-3.5,-112,,,-3.5,-110
20151115_Carolina_Tennessee,20151115,home,Tennessee,Carolina,+3.5,-105,+3.5,-110,+3.5,-105,+4.5,-105,+3.5,-108,,,+3.5,-110
20151115_Minnesota_Oakland,20151115,away,Minnesota,Oakland,+3,+102,+3,-105,+3,+100,+3,+100,+3,-105,,,+3,-105
20151115_Minnesota_Oakland,20151115,home,Oakland,Minnesota,-3,-113,-3,-115,-3,-110,-3,-120,-3,-115,,,-3,-115
20151115_Kansas City_Denver,20151115,away,Kansas City,Denver,+4,-113,+3.5,-110,+4,-105,+4.5,-110,+3.5,-110,,,+3.5,-105
20151115_Kansas City_Denver,20151115,home,Denver,Kansas City,-4,+102,-3.5,-110,-4,-105,-4.5,-110,-3.5,-110,,,-3.5,-115
20151115_New England_N.Y. Giants,20151115,away,New England,N.Y. Giants,-7,-104,-7.5,+110,-7,-105,-7.5,-110,-7,-110,,,-7,-115
20151115_New England_N.Y. Giants,20151115,home,N.Y. Giants,New England,+7,-106,+7.5,-130,+7,-105,+7.5,-110,+7,-110,,,+7,-105
20151115_Arizona_Seattle,20151115,away,Arizona,Seattle,+3,-113,+2.5,+105,+3,-105,+3,-115,+3,-120,,,+3,-120
20151115_Arizona_Seattle,20151115,home,Seattle,Arizona,-3,+102,-2.5,-125,-3,-105,-3,-105,-3,+100,,,-3,+100
20151119_Tennessee_Jacksonville,20151119,away,Tennessee,Jacksonville,+3,-120,+3,-120,+2.5,+105,+3,-115,+3,-120,,,+3,-120
20151119_Tennessee_Jacksonville,20151119,home,Jacksonville,Tennessee,-3,+109,-3,+100,-2.5,-115,-3,-105,-3,+100,,,-3,+100
20151122_Indianapolis_Atlanta,20151122,away,Indianapolis,Atlanta,+3.5,-114,+3.5,-110,+4,-110,+4,-120,+3.5,-115,,,+3.5,-105
20151122_Indianapolis_Atlanta,20151122,home,Atlanta,Indianapolis,-3.5,+103,-3.5,-110,-4,+100,-4,+100,-3.5,-105,,,-3.5,-115
20151122_N.Y. Jets_Houston,20151122,away,N.Y. Jets,Houston,-4,-103,-4,-110,-4,-105,-4,-110,-4,-107,,,-4,-103
20151122_N.Y. Jets_Houston,20151122,home,Houston,N.Y. Jets,+4,-107,+4,-110,+4,-105,+4,-110,+4,-113,,,+4,-117
20151122_Washington_Carolina,20151122,away,Washington,Carolina,+7,-104,+7.5,-130,+7,+100,+7,-105,+7,-110,,,+7,-110
20151122_Washington_Carolina,20151122,home,Carolina,Washington,-7,-106,-7.5,+110,-7,-110,-7,-115,-7,-110,,,-7,-110
20151122_Los Angeles_Baltimore,20151122,away,Los Angeles,Baltimore,+3,-110,+3,-110,+3,-105,+3,-110,+3,-110,,,+3,-110
20151122_Los Angeles_Baltimore,20151122,home,Baltimore,Los Angeles,-3,+100,-3,-110,-3,-105,-3,-110,-3,-110,,,-3,-110
20151122_Denver_Chicago,20151122,away,Denver,Chicago,-2.5,-102,-1,-125,-2.5,-105,-2,-115,-2.5,-105,,,-2.5,-105
20151122_Denver_Chicago,20151122,home,Chicago,Denver,+2.5,-108,+1,+105,+2.5,-105,+2,-105,+2.5,-115,,,+2.5,-115
20151122_Tampa Bay_Philadelphia,20151122,away,Tampa Bay,Philadelphia,+7,-113,+7,-115,+6.5,+100,+7,-115,+6.5,-102,,,+7,-115
20151122_Tampa Bay_Philadelphia,20151122,home,Philadelphia,Tampa Bay,-7,+102,-7,-105,-6.5,-110,-7,-105,-6.5,-118,,,-7,-105
20151122_Oakland_Detroit,20151122,away,Oakland,Detroit,-2,-110,PK-12,PK-125,-1,-105,-1.5,-110,-2,-113,,,-1,-115
20151122_Oakland_Detroit,20151122,home,Detroit,Oakland,+2,+100,PK+10,PK+105,+1,-105,+1.5,-110,+2,-107,,,+1,-105
20151122_Kansas City_San Diego,20151122,away,Kansas City,San Diego,-3,-118,-3,-120,-3,-115,-3,-125,-3,-115,,,-3,-125
20151122_Kansas City_San Diego,20151122,home,San Diego,Kansas City,+3,+107,+3,+100,+3,+105,+3,+105,+3,-105,,,+3,+105
20151122_Green Bay_Minnesota,20151122,away,Green Bay,Minnesota,-1,-105,PK-11,PK-110,+1,-110,-1,-120,-1,-106,,,+1,-115
20151122_Green Bay_Minnesota,20151122,home,Minnesota,Green Bay,+1,-105,PK-11,PK-110,-1,+100,+1,+100,+1,-114,,,-1,-105
20151122_San Francisco_Seattle,20151122,away,San Francisco,Seattle,+14,-108,+15,-125,+14,-105,+14,-105,+14,-115,,,+14,-110
20151122_San Francisco_Seattle,20151122,home,Seattle,San Francisco,-14,-102,-15,+105,-14,-105,-14,-115,-14,-105,,,-14,-110
20151122_Cincinnati_Arizona,20151122,away,Cincinnati,Arizona,+4,-113,+4,-110,+4,-105,+4.5,-105,+4,-110,,,+3.5,-105
20151122_Cincinnati_Arizona,20151122,home,Arizona,Cincinnati,-4,+102,-4,-110,-4,-105,-4.5,-115,-4,-110,,,-3.5,-115
20151126_Philadelphia_Detroit,20151126,away,Philadelphia,Detroit,+3,-109,+2.5,+110,+3,-110,+3,-115,+3,-115,,,+3,-115
20151126_Philadelphia_Detroit,20151126,home,Detroit,Philadelphia,-3,-101,-2.5,-130,-3,+100,-3,-105,-3,-105,,,-3,-105
20151126_Carolina_Dallas,20151126,away,Carolina,Dallas,-1,-105,PK-11,PK-110,-1,-105,-2,-115,-1,-110,,,-1,-110
20151126_Carolina_Dallas,20151126,home,Dallas,Carolina,+1,-105,PK-11,PK-110,+1,-105,+2,-105,+1,-110,,,+1,-110
20151126_Chicago_Green Bay,20151126,away,Chicago,Green Bay,+7.5,+100,+9,-125,+7.5,+100,+8,+100,+7.5,-110,,,+8,-110
20151126_Chicago_Green Bay,20151126,home,Green Bay,Chicago,-7.5,-110,-9,+105,-7.5,-110,-8,-120,-7.5,-110,,,-8,-110
20151129_Tampa Bay_Indianapolis,20151129,away,Tampa Bay,Indianapolis,+3,-127,+2.5,-105,+2.5,-105,+3,-130,+3,-130,,,+3,-130
20151129_Tampa Bay_Indianapolis,20151129,home,Indianapolis,Tampa Bay,-3,+115,-2.5,-115,-2.5,-105,-3,+110,-3,+110,,,-3,+110
20151129_N.Y. Giants_Washington,20151129,away,N.Y. Giants,Washington,-1,-101,PK-12,PK-120,-1,-110,-3,+100,-1,-110,,,-1,-105
20151129_N.Y. Giants_Washington,20151129,home,Washington,N.Y. Giants,+1,-109,PK+10,PK+100,+1,+100,+3,-120,+1,-110,,,+1,-115
20151129_New Orleans_Houston,20151129,away,New Orleans,Houston,+3.5,+102,+3.5,-110,+3.5,-105,+3,+120,+3.5,-105,,,+4,-115
20151129_New Orleans_Houston,20151129,home,Houston,New Orleans,-3.5,-112,-3.5,-110,-3.5,-105,-3,-140,-3.5,-115,,,-4,-105
20151129_Miami_N.Y. Jets,20151129,away,Miami,N.Y. Jets,+4.5,+100,+4.5,-110,+4.5,-105,+4.5,-115,+4.5,-110,,,+4.5,-110
20151129_Miami_N.Y. Jets,20151129,home,N.Y. Jets,Miami,-4.5,-110,-4.5,-110,-4.5,-105,-4.5,-105,-4.5,-110,,,-4.5,-110
20151129_Oakland_Tennessee,20151129,away,Oakland,Tennessee,-1,-107,PK-12,PK-120,-1,-105,-1.5,-110,-1,-110,,,PK-11,PK-110
20151129_Oakland_Tennessee,20151129,home,Tennessee,Oakland,+1,-103,PK+10,PK+100,+1,-105,+1.5,-110,+1,-110,,,PK-11,PK-110
20151129_Los Angeles_Cincinnati,20151129,away,Los Angeles,Cincinnati,+10.5,-125,+10.5,-130,+9.5,+100,+10,-115,+9.5,-110,,,+10,-120
20151129_Los Angeles_Cincinnati,20151129,home,Cincinnati,Los Angeles,-10.5,+113,-10.5,+110,-9.5,-110,-10,-105,-9.5,-110,,,-10,+100
20151129_Minnesota_Atlanta,20151129,away,Minnesota,Atlanta,+2,+100,+1,+105,+2,-105,+1.5,-120,+2,-110,,,+2,-105
20151129_Minnesota_Atlanta,20151129,home,Atlanta,Minnesota,-2,-110,-1,-125,-2,-105,-1.5,+100,-2,-110,,,-2,-115
20151129_Arizona_San Francisco,20151129,away,Arizona,San Francisco,-7.5,-106,-9.5,+105,-7.5,-105,-10,-105,-7.5,-110,,,-7,-125
20151129_Arizona_San Francisco,20151129,home,San Francisco,Arizona,+7.5,-104,+9.5,-125,+7.5,-105,+10,-115,+7.5,-110,,,+7,+105
20151129_Pittsburgh_Seattle,20151129,away,Pittsburgh,Seattle,+3,-125,+2.5,+105,+3,-120,+3.5,-135,+3,-125,,,+3,-125
20151129_Pittsburgh_Seattle,20151129,home,Seattle,Pittsburgh,-3,+113,-2.5,-125,-3,+110,-3.5,+115,-3,+105,,,-3,+105
20151129_New England_Denver,20151129,away,New England,Denver,-2.5,-103,-2.5,-110,-2,-105,-3,-120,-2.5,-115,,,-2.5,-105
20151129_New England_Denver,20151129,home,Denver,New England,+2.5,-107,+2.5,-110,+2,-105,+3,+100,+2.5,-105,,,+2.5,-115
20151130_Baltimore_Cleveland,20151130,away,Baltimore,Cleveland,+6,+101,+6,-110,+5.5,-105,+5,-105,+6,-105,,,+6,-110
20151130_Baltimore_Cleveland,20151130,home,Cleveland,Baltimore,-6,-111,-6,-110,-5.5,-105,-5,-115,-6,-115,,,-6,-110
20151203_Green Bay_Detroit,20151203,away,Green Bay,Detroit,-2.5,+104,-2,-110,-2.5,-110,-3,-105,-2.5,-105,,,-2.5,-110
20151203_Green Bay_Detroit,20151203,home,Detroit,Green Bay,+2.5,-115,+2,-110,+2.5,+100,+3,-115,+2.5,-115,,,+2.5,-110
20151206_Baltimore_Miami,20151206,away,Baltimore,Miami,+3.5,-119,+3.5,-125,+3,+105,+3.5,-115,+3,+100,,,+3,+100
20151206_Baltimore_Miami,20151206,home,Miami,Baltimore,-3.5,+108,-3.5,+105,-3,-115,-3.5,-105,-3,-120,,,-3,-120
20151206_Jacksonville_Tennessee,20151206,away,Jacksonville,Tennessee,+3,-123,+2.5,+100,+2.5,+105,+3,-115,+3,-120,,,+2.5,-105
20151206_Jacksonville_Tennessee,20151206,home,Tennessee,Jacksonville,-3,+111,-2.5,-120,-2.5,-115,-3,-105,-3,+100,,,-2.5,-115
20151206_Atlanta_Tampa Bay,20151206,away,Atlanta,Tampa Bay,+1,-101,PK+10,PK+100,-1,-105,-1,-115,+1,-110,,,+1,-115
20151206_Atlanta_Tampa Bay,20151206,home,Tampa Bay,Atlanta,-1,-109,PK-12,PK-120,+1,-105,+1,-105,-1,-110,,,-1,-105
20151206_Seattle_Minnesota,20151206,away,Seattle,Minnesota,-2.5,-120,-3,+100,-3,+100,-2,-120,-3,-105,,,-3,+100
20151206_Seattle_Minnesota,20151206,home,Minnesota,Seattle,+2.5,+109,+3,-120,+3,-110,+2,+100,+3,-115,,,+3,-120
20151206_N.Y. Jets_N.Y. Giants,20151206,away,N.Y. Jets,N.Y. Giants,-2,-105,-1.5,-120,-2.5,-105,-2,-120,-2.5,-110,,,-3,+110
